,id_segment,text_segment,relevance_label,relevance_type_norm
63,1-s2.0-S0264837701000205-main_56b,"#text': 'Hansen and Reenberg (1998)'}], '#text': 'The four case studies that are used in the following as illustrations are located in two different agroecological zones in Burkina Faso (Fig",0,
64,1-s2.0-S0140196322000143-main_90,"In this study, individuals with heights greater than or equal to 4 m were considered as ""[tree]s"" while individuals with heights lower than 4 m were considered as ""[[shrub]s]"" including bushes (height below 2 m) but excluding one year old saplings",0,
65,1-s2.0-S0169204617300270-main_133,"In addition, experts were interviewed about strengths and weaknesses of [[land use]] planning, since informal rules in addition to formal regulations were expected to shape the [[land use]] pattern (Fig",0,
66,1-s2.0-S0304387816300670-main_138,"If the [city] has a tiny or non-existent traded manufacturing sector, the effect of a decline in moisture on [city] population is ambiguous and tends to zero",0,
67,1-s2.0-S0304387816300670-main_93,"We will model the effect of climate change on district [urban] incomes using insights from these two papers.""]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '2.2.', '#text': 'Climate change in general'}, 'p': [""Sub-Saharan Africa has a highly diverse and variable climate",0,
68,1-s2.0-S003442571730041X-main_189a,"A newer MODIS retrieving algorithm termed MAIAC (Multi-Angle Implementation of Atmospheric Correction) can deliver more cloud-free images as compared to the standard MODIS processing and this might enable the implementation of additional seasonal NDVI metrics to improve the separability of [land use]/cover classes in future studies.'}, {'ref': [{'@type': 'bibr', '@target': '#b9', '#text': '(Brandt et al., 2016)'}, {'@type': 'figure', '@target': '#fig_6', '#text': '5a'}, {'@type': 'bibr', '@target': '#b3', '#text': '(Bayala et al., 2014)'}]",0,
69,1-s2.0-S003442571730041X-main_189b,"#text': 'Another variable influencing seasonal NDVI metrics in general, and the SOS metric in particular, is the woody vegetation, as leaves of several Sahelian woody species sprout before the wet season starts and the herbaceous vegetation and crops germinate",0,
70,1-s2.0-S0301479717300713-main_993,"Error', 't value', 'Pr(>jtj)']}, {'cell': [{'@cols': '2', '#text': 'Distance to Settlements'}, {'@cols': '2', '#text': 'À8.24E-05'}, '2.71E-05', 'À3.037', '0.00255 **', None, None, None]}, {'cell': ['Distance to [Roads]', None, {'@cols': '2', '#text': 'À8.79E-05'}, '2.23E-05', 'À3.95', '9.29e-05 ***', '(Intercept)', None, '1.52Eþ00', '3.15E-01', '4.825', '2.01e-06 ***']}, {'cell': [None, None, None, None, None, None, None, 'Distance to DAMs', None, 'À8.34E-06', '1.93E-06', 'À4.317', '2.01e-05 ***']}, {'cell': ['Signif",0,
71,1-s2.0-S0168192311001122-main_62a,"suggests for the REMO and the SMHIRCA simulations a gradual decrease of precipitation towards 2050 with, in the REMO model, some acceleration towards the middle of our century, consistent with the temporal evolution of climate change signals in longer-'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '2.3.', '#text': '[Land use] scenarios'}, 'p': {'ref': [{'@type': 'bibr', '@target': '#b36', '#text': '(Menz et al., 2010)'}, {'@type': 'bibr', '@target': '#b28', '#text': 'Judex (2008)'}, {'@type': 'figure', '@target': '#fig_3', '#text': '4'}, {'@type': 'figure', '@target': '#fig_4', '#text': '5'}, {'@type': 'figure', '@target': '#fig_5', '#text': '6'}, {'@type': 'figure', '@target': '#fig_5', '#text': '6'}, {'@type': 'bibr', '@target': '#b54', '#text': '(Verburg et al., 2002)'}, {'@type': 'figure', '@target': '#fig_6', '#text': '7'}],",0,
72,1-s2.0-S0168192311001122-main_62b,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy soils on the dune,2,"DRIVERS, PRACTICES"
73,1-s2.0-S0140196310000893-main_3,The specificity and complementarities of both MODIS active fire (MOD14A2 and MYD14A2) and burnt area (MCD45A1) products were assessed in order to characterize fire regimes and to relate them with [land cover],0,
74,1-s2.0-S0140196322000143-main_94a,"Wood dry mass was then estimated by multiplying wood volume (cm 3 ) by the specific volume density, dw (g DM/cm 3 ) .'}, {'ref': {'@type': 'table', '#text': 'SI'}, '#text': 'The species-specific coefficients α, β, γ and δ and volume densities are provided in Table 1 for C in centimeters, dw in g dry mass per cubic centimeter.'}], 'formula': [{'@xml:id': 'formula_2', '#text': 'Ca = π (D* d)/4 (3)'}, {'@xml:id': 'formula_3', '#text': 'ba = C 2 /(4 π) (4)'}, {'@xml:id': 'formula_4', '#text': 'Ba = ∑ n 1 ba = ∑ n 1 ( C 2 / (4 π) ) (5)'}, {'@xml:id': 'formula_5', '#text': 'Fm = 10 -3 ∑ n 1 α C β (6) Wm = 10 -3 dw ∑ n 1 γ C δ (7)'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '2.6.',",0,
75,1-s2.0-S0140196322000143-main_94b,"#text': 'Comparing woody populations between [[land use]] types'}, 'p': 'Annual site means were calculated for woody plant density, aggregated crown areas (further referred to as crown cover), aggregated basal area, foliage mass and wood mass",0,
76,1-s2.0-S235198941500102X-main_11,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",1,"DRIVERS, PRACTICES"
77,1-s2.0-S0308521X12000157-main_16,SSA's [agriculture] is therefore called stagnant,0,
78,1-s2.0-S0303243414001718-main_52,"In fact, a major reason why farmers grow [cotton] is to gain access to fertilisers for their subsistence food",1,"DRIVERS, PRACTICES"
79,1-s2.0-S0303243414001718-main_17,"Recently, investigators demonstrated again that [land cover] changes can have an accelerating effect on rainfall variations (e.g",0,
80,1-s2.0-S016788090800131X-main_14,"The main crops are millet, [peanuts] and [sorghum]",1,LULC
81,1-s2.0-S235198941500102X-main_160,"These two factors were followed by shortage of off-farm employment, weak [forest] law enforcement and subsidies on farm inputs",0,
82,1-s2.0-S0006320709005400-main_59,The countries of the dense [forest] in 1 9 8 8 1 9 8 9 1 9 9 0 1 9 9 1 1 9 9 2 1 9 9 3 1 9 9 4 1 9 9 5 1 9 9 6 1 9 9 7 1 9 9 8 1 9 9 9 2 0 0 0 2 0 0 1 2 0 0 2 2 0 0 3 2 0 0 4 2 0 0 5 2 0 0 6 2 0 0 7 Year Area harvested (000 sq,0,
83,1-s2.0-S0169204617300270-main_294,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",2,LULCC
84,1-s2.0-S0301479717300713-main_832,"P13: … historically, everywhere you go, there is this sacred grove where they leave, and it\'s a gallery … a [forest] with all the medicinal plants and so on",0,
85,1-s2.0-S0006320709005400-main_115,"), although more species of flying beetles were caught in traps in [fallow] than in near-primary [forest]",0,
86,1-s2.0-S0303243414001718-main_82,"The near infra-red channel facilitates the distinction between individual [tree]s and their environment, as [tree]s and [[shrub]s] are the only form of vegetation that remain green during the dry season",0,
87,1-s2.0-S0168192311001122-main_246,"Changes in cropland area from 2000 to 2025 in the [[land use]] scenario L2 (Menz et al., 2010).', 'graphic': {'@coords': '6,122.45,55.83,360.00,251.71', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_7', 'head': 'Fig",0,
88,1-s2.0-S095937809800003X-main_76,"Such relations have multiple forms which range from co-existence of livestock rearing and [cultivation] in the same farm units to systems based on exchange of different items such as products, manure, labour, etc.'}, {'ref': {'@type': 'bibr', '#text': 'A Reenberg et al.'}, '#text': 'Field expansion and reallocation in the Sahel: between two principally independent production systems",0,
89,1-s2.0-S0301479717300713-main_20,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [forest] cover with distinct variation in magnitude of change between villages",2,LULCC
90,1-s2.0-S030438781000043X-mainext_499a,"For each, the proportion [fallow] is taken as a proxy for the ratio of length of [fallow] to length of [cultivation] for plots of that type.', 'For Type I data sets, the specification used in the empirical analysis is:', {'ref': {'@type': 'bibr', '@target': '#b74', '#text': 'Honoré (1992)'},",0,
91,1-s2.0-S030438781000043X-mainext_499b,"#text': 'Here, y ihct is the investment of interest on plot i, in household h, planted to [crop] c, in year or season t",0,
92,1-s2.0-S0167880913003502-main_367,"Further research should address the differences in N availability patterns and distributions, N use efficiencies and N losses under different CA [crop] rotations.', '• How do [crop] rotations with legumes (and which legumes) affect N availability and use efficiency differently in CA compared to conventional systems? • Does increased N use efficiency translate into reductions in the amount of fertilizer N needed to attain the same yields as with conventional [agriculture]? • Do the different patterns of N availability (increased immobilization and slower release) with CA result in decreased N leaching? Currently there are opposing processes that have been proposed, one that less available N results in less leaching and another that increased macropore continuity with CA will lead to increased losses of N through leaching",0,
