article_id,lulc_sentence
Article_26,"Consistent with this result, The stakeholders emphasised that population growth and sustainable land management, respectively, are the main drivers of increased and decreased degradation under the BUS and GES in the subregion."
Article_26,"The increase in other cultivated areas of cropland, oil palm plantations and built-up areas, and decrease in dense forest and rubber plantation covers dominated the LULCC in the sub-region from 1986 to 2018."
Article_26,"However, most of the deforestation and LULCC was caused by expansion of other cultivated areas of cropland by smallholders, contrary to the widely publicised narrative of agro-industrial and built-up areas expansion."
Article_26,"Expansion of other cultivated areas of cropland, oil palm, and banana plantations were highest in the northern and eastern zones located in Muyuka and Tiko sub-divisions, respectively."
Article_26,"The low-lying topography, higher proportion of cultivable land, farm labour, and predominantly agrarian local economy favoured horizontal agricultural land expansion more in the northern and eastern zones of the subregion."
Article_26,"The increase in built-up areas was highest in Page 21 of 23 338 the central, south, and western coastal zones due to rapid population growth, unregulated urbanisation, and better socio-economic opportunities in Buea and Limbe sub-divisions."
Article_26,"Due to the rapid unregulated urbanisation, urban sprawl was the dominant mode of urban growth in the sub-region."
Article_26,"Oil palm and banana plantations, mangrove, and montane forests showed appreciable resilience to human transformation activities in the sub-region."
Article_26,"Population growth, agricultural and farmland expansion, and infrastructural development were ranked as the three most important drivers of degradation under the BUS, while sustainable land management, good governance, and afforestation/reforestation were ranked as the three most important predictors of LULCC reduction under the GES."
Article_26,"LULCC decreased with increase in elevation of Mount Cameroon (4095 m) in the northwest zone, but increased with nearness to the Atlantic Coast in the western zone and national road networks, emphasising the resilience of the mountain ecosystem and the vulnerability of lowland and coastal-land boundary ecosystems."
Article_26,"The west and south facing slopes of Mount Cameroon harbours high value forests with high endemism and conservation attractiveness, and remains a key biodiversity hot spot, watershed providing clean water, healthy soil and regulating the climate in the central Africa sub-region and beyond."
Article_26,"In general, production and living land covers significantly increased at the expense of ecological land covers."
Article_27,"The outcomes revealed that most urbanization occurred in the outskirts of the cities, where previously there were bare soil lands."
Article_27,The main drivers of urbanization were population growth and economic development.
Article_27,"The Northern Border Region is a critical ecological and economic zone that encompasses a variety of land uses and covers, including urban areas, agricultural lands that has not been used, and natural ecosystems."
Article_27,It is recognized for its fertile grazing plains.
Article_27,The built-up area increased from 1990 with 21 km 2 wide to 2022 with 132 km 2 wide area.
Article_27,Vegetation also increased from 1990 at 1 km 2 wide to 2022 at 23 km 2 wide.
Article_27,The results showed that urban areas increased by approximately 628% between 1990 and 2022.
Article_27,"It is a predictable situation because the increment of human activity, such as construction and urban development, will continue to drive growth."
Article_27,The results showed that there had been a significant increase in urbanization and a decrease in bare soil and green spaces during this period.
Article_27,"Most of the urbanization occurred in the outskirts of the cities, where previously there was bare soil."
Article_27,The main driver of urbanization was population growth and economic development.
Article_27,The finding showed how human factors and processes have greatly affected the shapes and disappearance of many forms of the Earth's surface between 1990 and 2022.
Article_28,"LU/LC change significantly affects the hydrology of the landscape, caused by anthropogenic activities."
Article_28,"LU/LC analysis shows that there was a drastic decrease of grassland by 15.64% and shrubland by 9.56% while an increase of agricultural land and settlement by 18.01% and 13.01%, respectively, for 30 years."
