Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
144,1-s2.0-S016788090800131X-main_125,"However, recent studies have shown that there is an emerging issue of access to resources by migrants in the region, particularly in Bougnounou district",0,
145,1-s2.0-S0308521X12000157-main_65,"It had not made a dent in the low productivity of smallholder food farming."" , 'ref': ' type': 'bibr', ' ' Inter-Academy Council, 2004 ' , ' 'TSP is based on the assumption that in order to boost yields we need research so that farmers can make most of its results",0,
146,1-s2.0-S0167880913003502-main_65,"Climate rainfall and temperature , soil type texture and mineralogy , and nutrient and availability are the primary determinants of biomass production and decomposition rates",0,
147,1-s2.0-S0304387816300670-main_486,"Most are likely to be related to social and farm-related business trips, rather than seasonal migration",0,
148,1-s2.0-S0301479717300713-main_29,A holistic approach across disciplines with a focus on direct and indirect influences causing is needed for a comprehensive driver analysis which is still rarely conducted in land system science,0,
149,1-s2.0-S0301479717300713-main_70,"GIS data on , rivers, dams and settlements were provided by the GLOWA Volta Project and population grids were acquired from a gridded population of the world database from the Socio-Economic Data and Applications Center .' , 'ref': , ' 'Fig",0,
150,1-s2.0-S0168192311001122-main_27,"Recently, presented a method to estimate availability based on remote sensing data and model simulations and demonstrated their relationship with yields at the sub-basin and district scale",0,
151,1-s2.0-S0308521X12000157-main_213,Globalization of trade and the import of cheap food to satisfy electorates has exposed African smallholders to preemptive competition from OECD farmers who for over 50 years have received state support that allowed them to capture economies of scale,0,
152,1-s2.0-S030438781000043X-mainext_657,"The significance of the results here is more modest than in the GLSS; land rights positively predict the proportion of land kept , and negatively predict the use of hired labor",0,
153,1-s2.0-S235198941500102X-main_21,is a widespread problem around the world,0,
154,1-s2.0-S0140196322000143-main_95,"Variables were recorded separately for s and s , and then, for all woody plants together",0,
155,1-s2.0-S0140196310000893-main_14,"Thanks to such schemes, SSA smallholders now produce the bulk of such export crops as cut flowers, tea, coffee, cocoa, and ."", 'ref': ' type': 'bibr', ' target': ' b74', ' ' Rey and Waters-Bayer, 2001 ' , ' type': 'bibr', ' target': ' b76', ' ' Rogers, 1961 ' , ' type': 'bibr', ' ' R ling, 1988, pp",1,PRACTICES
156,1-s2.0-S0304387816300670-main_218,"The growth specification removes the effect of timeinvariant district characteristics distance to other locations such as the coast, soil quality and the like on levels",0,
157,1-s2.0-S0167880913003502-main_187a,"The relative contribution of these two N pathways to N 2 O formation depends on episodic changes in soil aeration and filled pore space WFPS .', 'ref':",0,
158,1-s2.0-S0167880913003502-main_187b,"'The frequency and magnitude of N 2 O emissions is linked to soil structure which is a function of bulk density, soil C and aggregation, all influenced by tillage practices and residue inputs",0,
159,1-s2.0-S0301479717300713-main_160,"So, people now would go into of mangos and the support they would derive from the government",1,PRACTICES
160,1-s2.0-S0301479717300713-main_131a,"Experts underpinned that, currently, every nonagricultural plot of land is bare or marginal land which cannot be used for .",0,
161,1-s2.0-S0301479717300713-main_131b,"According to it was assumed .' , 'ref': ' type': 'table', ' target': ' tab 0', ' '1' , ' 'that only 25% of the non-cropped bush-grass- is available as in the - rotation",2,PRACTICES
162,1-s2.0-S0301479717300713-main_131b,"'The multiple regression analysis of remote sensing data showed that each of the drivers is interrelated to one or more different with a different significance level Table, Annex 5",0,
163,1-s2.0-S0304387816300670-main_449,"It is thus possible the we see is the result of people seeking the protection sometimes offered by cities, rather than their job opportunities",0,
164,1-s2.0-S0264837701000205-main_155,"Substantial changes in and are referred to, although systematic studies which deal with spatial aspects are still scarce in spite of the growing evidence concerning other aspects of use changes in Africa .' , 'ref': ,",0,
165,1-s2.0-S0264837701000205-main_155,"'In general, pattern changes may not be simple to explain and predict",0,
166,1-s2.0-S0303243414001718-main_124,"Together, these suggest that if African becomes more input-intensive in the future, tenure security will become less important",1,PRACTICES
167,1-s2.0-S0304387816300670-main_6,Reduced farm incomes from negative shocks reduce demand for services and derived demand for labor,0,
168,1-s2.0-S0006320709005400-main_162,"Across plant, invertebrate and vertebrate groups, there is a significant loss of species as cover is reduced and vegetation structure simplified moving from left to right in Fig",0,
0,1-s2.0-S030438781000043X-mainext_199,use an indicator variable for whether land has been left fallow in the past ten years but find little variation in it show from another part of the continent that most variation is not in whether land has been left fallow but rather for how long.,0,
1,1-s2.0-S030438781000043X-mainext_199b,Using African data to study the relationship between investment and land rights involves its own difficulties,0,
2,1-s2.0-S000632071100245X-main_227,Similarly and found that chopping did not reduce recruitment density of other tree species,1,PRACTICES
3,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_229,The institution responsible for forest resource management at the local and national level SODEFOR face complex challenges that almost prevent them from fully applying forest laws,0,
4,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_295,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,1,DRIVERS
5,s41598-024-52138-9_224,Due to infrastructure development rising cash crop output coffee cocoa groundnut mining sector growth and the exploration of crude oil the area has seen an increase in labor migration,0,
6,1-s2.0-S0303243414001718-main_102,Background pixels may differ greatly between different land uses especially between cropland and bush fallows,0,
7,Analysis of deforestation pattern in the Niger Delta region of Nigeria_19,Also apart from who investigated land use land cover change and detection in a part of southwestern Nigeria and who examined the impact of change actors on vegetation loss research on the pattern of deforestation in the Niger Delta region of Nigeria seems to be lacking,0,
8,1-s2.0-S0304387816300670-main_43,When the local agricultural sector is competing for labor with an urban sector engaged in production of goods tradable outside the district declines in moisture encourage urbanization by offering alternative employment for farmers,1,DRIVERS
9,s11269-011-9931-x_125,Next and second the impact of water availability changes on crop yields is represented via a biophysical relationship between LGP and potential crop yield,0,
10,nclimate2430_82,35. http www.tei c.org ns 1.0 Figure 2 Effect of tropical deforestation on rainfall at a continental scale. Global circulation models suggest that for low levels of deforestation regional rainfall may be similar to or slightly higher than B rainfall in undisturbed forest A,0,
11,forests-13-00698-v2_106,Classes with a low degree of separability have similar spectral signatures and were therefore combined in the same class.,0,
12,forests-13-00698-v2_106b,The defined occupancy classes were validated on the basis of a field mission carried out which consisted of walking the entire forest on foot using a field guide in order to confirm the realities on the ground on the occupations of the ground compared to the results presented via the analysis of processed satellite images,0,
13,science.abm9267_155,Further they are also often grown together with other crops in agroforestry systems,1,"LULC, PRACTICES"
14,1-s2.0-S2351989419305116-main_183,These two countries are the world s largest cocoa producers and are in a post forest transition stage where their deforestation rates slowed down or reversed,1,"LULCC, PRACTICES"
15,1-s2.0-S2351989419305116-main_163,Such a form of agroforestry is highly beneficial to both farmers fostering self sufficiency and resilience to climate change and the environment storing on average 80.4 t C ha in biomass and hosting various tree species .,0,
16,1-s2.0-S2351989419305116-main_163b,In order to explain differences in co benefit scores across the plots influence of shade composition measured as percentage of each tree category shade tree fruit tree oil palm banana in the agroforestry component was investigated,0,
17,1-s2.0-S2468227619307070-main_152,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,1,LULCC
18,nclimate2430_204,Rainfall has declined in Borneo since the 1950s and the decline has been stronger since the 1980s when deforestation intensified,0,
19,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_150,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,1,"DRIVERS, LULCC"
20,1-s2.0-S0301479717300713-main_7,First we conducted in depth interviews and developed a list of 34 direct and indirect drivers of LULCC,0,
21,s12571-010-0070-7_70,Evergreen Agriculture also broadens the principle of crop rotations to encompass the role of fertilizer trees and or other cash crop trees to enhance soil fertility more effectively and provide needed biological and income diversity in the farm system,1,PRACTICES
22,s41559-017-0406-1_171,The final probabilistic estimate of forest extent for each model set was obtained by considering the ensemble of all 1 000 models and calculated by taking the median of the probabilistic estimates from the individual models hereafter ensemble probabilistic estimate Supplementary Fig,0,
